komentar,label
tpn knapa beda beda yg sinovac yg enggak adil berrti,1
apakah vaksin d cek dampak jangka manusia,0
disetir nurut disetir nurut kpn merdekanya,1
masyarakat diseleksi dgn vaksin yg kuat bertahan yg lemah meninggal adik vaksin merasakan sakit kepalameriang mual mual terus,1
mari beristighfar  astaghfirullaahal azhiimalladzii laa ilaaha illaa huwal hayyul qoyyuum wa atuubu ilaih,0
disini hujan mayat setela vaksin takut dibuatnya lari,0
takutnya urus sertifikat vaksin dulu deh,0
ada yg d vaksin trus sakit berlanjut gk ad yg tanggung jawab,1
apa jamin paksin epek nya depan tkut nya si ngak,1
bnr doksaya stress disuntik tekanan darah tenang syukur masalah aman,1
kalo gk vaksin denda maunya indonesiaku yg ku cintai,1
kalo vaksin berpotensi tertular menularkan vaksin  vaksin darurat yg sgalanya sebra instan aja kelinci percobaan hentikan anggaran protolol kesesatan  matikan tivimu nyalakan otakmu  makasihhh,0
baru sejam pasca vaksin pala udah kliyengan mual ,0
bagaimana yg gagal vaksin bahkan yg meninggal karna vaksin mirisnya gac pemerintah yg bertanggung jawab,1
tp ngopi ma ngrokok mah bole hehehe,1
vaksin reaksinya lah obat minum penambah darah aja efeknya mual bayi aja abis vaksin dpt demam reaksi tubuh alami yg masuk tubuh kita klo pegel pastilahhhh suntik kb bokong aja pegelnya,0
adik demam sampe menggigil panas tinggi mual lemes udah ga ilang  bkn ny sehat ky orang sakit parah krna kbijakan perusahaan adik sy vaksin,0
bagi mengecewakan  seminggu rasa efek samping,0
pas vaksin mah gada keluhan pegel disuntik ajacuman pas malam berasa meriang lemes,0
vaksinasi lakukan bank negara indonesia miskin west papya tolak vaksinasi ni tdk funsinya,1
gimana gak kecemasan berlebih setahun penghasilan gak jelas melamar kerja susah kehidupan tagihan jalan terus orang mengalami mengalami kecemasan,1
 mbak nya chef renata moeleok cuk,1
saya setuju sih vaksin orang tua penyakit lain keluarga vaksin seminggu vaksin badan lemas malas makan demam almarhum meninggal dunia vaksin sehat pas bawa rumah sakit bilang positif covid pemerintah salahkan manipulasi abis vaksin  mungkin vaksin bagus tubuh yg vit memiliki penyakit lain orng yg penyakit takutnya komplikasi yg tidak protestuntut rumah sakitpemerintah bilangnya karna penyakit sebelumnya penyakit jantung terkena covid dll padahal penyebab penyakit parah karna efek vaksin tersebut terimakasih semoga pertimbangkan bantu up,0
yg sehat sakit yg mati kslo nya,1
maka alergi udang ga makan udang ya dgn vaksin ga cocok,0
halahhhh d bikin sibuk dgn vaksin berita munculin terus ,0
gak divaksin takut vaksin ny ,0
itu jarum nya gede bgt ya sya pobia jarum suntik ,1
seharusnya kayak posyandu donghabis divaksin biar ngk cemaskasih bubuk acang ijo dhong tau nasi boxpenting takutnya ngk makan disuntik bahayaatau udah sarapan broooosebelum disuntik,1
di as vaksin covid hentikan ogah ach,0
klu org yg mati gara vaksi kah pemerintah bertanggu  aku,1
alhamdulillah saya bru selesai vaksinreaksinya tagan yg suntik pegal cenut tmp suntik ajain sha allah ttp dlm sehataamiin,1
kalo kedepan muncul efek samping bahaya nya gimana,1
di vaksin ko mualpusing ngasih kesehatan pa ngasih penyakit,0
manusia udh kaya hewan aj ya,1
gw vaksin yg panas dingin menggigil  teler ngantuk berat  vaksin yg efeknya udah kgak panas dingin  lemes kek orang teler njir ngantuk berat,1
di as vaksin covid dihentikan maknanya bangsa indonesia,0
ngeliat jarumnya ditusukin video aja udh lemes gw,1
jarum nya tebal bet gak kaya jarum vaksin yg nya ,1
komnas kejadian pasca ikutan imunisasi ya,1
serius lah jaminan terjangkit ngapain d vaksin d vaksin terjangkit d vaksin mati pemerintah jaminan efek samping mengakibatkan kematian ato apa,0
saya suntik sakit pantat hbis ngilu brapa hari hilang,1
kalau vaksin nya reaksi bronkitis dibatalkan,0
saya gak mau percaya kekebalan tubuh tuhan aja,1
komnas kejadian pasca ikutan imunisasi ya,1
bro lu tau gagua sebenrnya gamaunolak vaksin pekerjaan gua ngadain vaksin wajib vaksin karyawandan vaksin kontraknya terancam putus brobukanya ancaman paksaaan brokalian pikir bro setir negara lain,0
semoga yg udah vaksin sht slalu yg blm vaksin ttp sabar mngkuti vaksin tdk ad efek samping,0
kenapa vaksin sih nggak langsung tembak aja,0
intinya ikutin hati aja jgn ngikutin yg lain,1
aneh aja orang sehat suntik obat yg namanya vaksin ktanya bikin kebal corona bukti medis nya ga sbnernya vaksin pngobatan pncghan kurng paham,0
habis divaksin covid gimana tu  bisnis cukong lancar,1
itu yg wawancarai cengar cengir bae,1
efek samping rahasia pas jokowi triak titan,0
kenapa gk nyoba mudahmurah ampuh uap air sabun uap minyak kayu putih vaksin yg rumitsusah mahal,1
dawis jambu mede  wetanciracas jak tim,1
saya gak vaksin tpi adaan mengharuskan vaksin karna pesawat pulang kalimantan dumai jumpa anak istri,0
kalo riwayat penyakit berat jantung paru ginjal vaksin hidup adanya,0
gue mengalami pembengkakakan dibagian lengan disuntik sinovac udah kempes sakitnya lengan ketarik berasa sampe skrang,1
aq ngantuk laper lain nya ngk ada,1
gak kaget sih klo efek samping vaksin vaksin apapun bayi aja abis tu bayi demam jd gak heran klo efek samping efek pegal ya wajar sih inget pas sd vaksin abistu tangan pegal ponakan yg sd abis vaksin sebelum pandemi gak lengannya pegang karna sakit,0
saya ga paksin karna mudik ga sekolah dibuka aja,1
assalamuallaikum wr wb hallo kak tanya kalai efek vaksinnya demam minum obat gak karena suami udh vaksin kemarin senin dr pagi demam makasii,0
ih jarum suntik ya gede bnget ,1
arab ajah ga pake vaksin cina tuhhhh syarat masuk arab hrs vaksin yg sertifikasi sesuai aturan arab lo,0
ya elu pake sinovac aja lu pake astrazeneca menggigil kepala pusing mulut pait outlet keluhan nya sendi nyeri,1
kulit putih cowoku gatel pink putih,1
namanya vaksin efek sampingnya lah vaksin tetanus flu efeknya parah dr vaksin covid nyeri bengkak ditangan pusing badan lemes kalo gak ngerti kerja vaksin belajar miris bgt liat comment,0
klo sarung tangan terkena covid terkena ga dok,1
siapa yg vaksin sinovac likegk ngemis tau aja yh udh vaksin,0
mamah seminggu vaksin terkena serangan strokegejala stroke alhamdulilah skrg jalan terapi rumah sakit berobat jalan dirawat banyak yg bilang gara vaksin kalau vaksin vaksin ya sedih banget ngeliat kondisi mamah jagjag sehat skrg mana dituntun,0
orang vaksin biar sehat penyakit korona ,0
kok gak ngerasa ya cuma yg suntik aja ngilu,1
temenku udah vaksin sakit ngomong pengen periksa gitu ku jangan karna jaman covid gini yg pilek batuk aja covidin,1
kl setahu kena virus ya pake anti virus bukan gitu ya,1
secara langsung memaksa faksin karna sertifikat faksin intinya memaksa mempersulit,1
kkapa epek samping nya gituko kampung halaman yg lumpuh jelasin ya,1
pinggang panas njir kaya kebakar gak bs tidur dh,1
efek samping vaksin  meninggal siapa vaksin,0
saya demam dikit  pegel ajaa paracetamol udah kelar,0
bapak vaksin kuatsehat sawah cari rumput vaksin mlh sakit yg keurus ga keurus yg ngalah ga masuk kerja minggu,1
gmn  yg vaksin bnr kebal virus corona  coba ,1
jgn takut mati tp takutlah wafat membawa bekal dunia akhirat kelak ,1
alhamdulillah keluarga sy gak imunisasi vaksin sehat wal afiat yg ibadah jalan puasa jalan,1
ga vaksin dongkorona aja gua ga percaya vaksin halah maksa gua vaksin gua makan gak elu geblek,0
aman gak nih doakan besok vaksin semoga efeknya tidak parah,0
yg modyar krn vaksin koq gak diberitakan,1
gak mw divaksinbukan takut vaksinya karna takut jarum suntik  huft,1
ga vaksin karena takut suntik titik,0
aku udah vaksin gejala muncul abis divaksin pusing tidur ilangkl abis vaksin jeda suntik kb gak ya,0
ternyata industri farmasi kejam industri rokok virus vaksin vaksin cukai gambar virus membunuhmu,0
gw vaksin demam panas njir udh harisampe njir demam panas,0
kl sakit gejala covit  muntah panas dingin batuk pilek mencret lemas batuk sp hr kemarin vaksin ke sp direvit untung hasilnya no reaktip nya divaksin ke skrg blom tandatanda sih langsung dikasi obat biar batuknya sembuh skrg batuknya udah berkurang uk jgn kwatirtakut smua seijin tuhan kl udh ajal smua takdir tuhan yg kuasa amin,1
 vaksin uji coba manusia kesimpulannya manusia kelinci percobaan,0
anak ku semalam  vaksi aja gak efek apa bekas suntikan aja ya dah lah,1
suntikk darii sd gua gitu efek samping pusingngantukreaksii ny cuman sehari,0
vaksin gak pas vaksin kedua yg tenghorokan kering banget mual demam diare badan rsanya rontok lemah lemas gejala covid gak separah yg tertular kali ya  hari diatasi dgn obat demam vitamin dll,1
klau pegal gak apa yg ditakuti blood clotting sprt berlaku di europa n kematian korea selatan,1
mau nanya bru selesai positif suruh vaksin efeknya gmna,0
manusia lahir vaksin imunisasi  manusia kena paku kena besi kena seng koyak tubuh di vaksin ats,0
kampung halaman sayaada yg sakit sampe lumpuh gimana tuhh,1
setelah vaksin kelerkah korona nya pa,0
sy habis divaksin sabtu siang usia th sabtu mlm maiu tidur badan gregesi demam linu susah tidur minggu siang pusing mugrain muntah  nafsu mkn terapi makan mata ngantuk badan lemas rabu mlm lungkrah badan awal ini vaksinku yg pertama  ya allah mohon kembalikan kesehatanku krn sy gk kerja cari nafkah tulang punggung keluarga sehatkan ya allah aamiin bansosku sdh ditutup,1
stelah vaksin badan kmudian badan panas digin pegel  spe hari,0
tulang sakit kekebalan tubuh jd mnurun temen bnyak yg flu reaktif sebelum vaksin gk kena covid sehabis vaksin reaktif,0
makanya namanya buatan manusia ga sesempurna sistem imunitas tubuh ciptaan allah,1
kalau vaksin mengurus administrasi benar ya,0
sedikit ceritabpk usia thbeliau riwayat darah tinggidi tensi blng ny amanjm pagi vaksin jm mlm ny meninggalsempet sesak nafas sebentarrasa nya pengen teriak sekenceng nya,0
jangan cairan vaksinnya ga bagus reaksinya beda beda,1
saya sehabis vaksin positif covid gmn pak awalny demam hari hr positif covid,0
apakah efek samping vaksin memperpanjang alat kelamin pria takut cd muat,0
kemaren vaksin skrg meriang demam pusing parah gak nyari duit ,0
saya vaksin h demam aman vaksin k ,0
vaksin yg kl nggak ya paksakan ,1
smg sllusht smua trmks doktersmua bgs tdk adaapaaps,1
saya aja vaksin gak ngerasain efek apa normal ,0
saya vaksin pake sinopahm setelah vaksin kantuk ada saat kapal api memainkan perannya penghilang ngantuk wkwkwkw,0
itu lengan pegal garagara jarum suntik yg masuk kena otot tubuh jd rasa pegalpegal nya ada di pantat gtu klau hbis suntik  hedehhhh keterangan nya,1
apakah vaksin evektif habis vaksin langsung minum paracetamol,0
bisa aja sadar terinfeksi virus nama virusnya gejalanya diobati sembuh otomatis tervaksin,1
ibu vaksin kemarin nya demam mual jadi gak tega liatnya ya reaksinya,0
kalau sklh offline skrng mengalami pegel meriangpanas,1
bapak ku vaksin sakit pinggang udah tolong pencerahannya,0
efek samping ku lapar beeeehhh  ,0
bagaimana yg vaksin yg mengalami efek samping parah yg penyakit bawaan paksa vaksin krna kerjaannya dan kalo trsebut yg bertanggung jawab banyak yg tp tdk terekspose kalo yg dirugikan,1
udah d vaksin kepala pucing badan pegal semua terus,0
giliran masyarakat ad kluhan efek samping kemarin presiden n g ad yg bhas efek samping,1
sudah bulan program vaksinasi berjalan indonesia tapi kasus bulan juni banyak sedikit benarkah ,1
knpa yg d vaksin org yg sehat knpa bkan org yg kna virus dlu yg d utamakan,1
apakah yg vaksin mudah terkana virus dan yg vaksin menimbulkan negatif lingkungan sekitar mohon jawab aq vaksin tetangga yg melarang aq rumah trimakasih,1
jangan vaksin kalo vaksin kalo kenapa tanggung ga kalo vaksin cina maju biar indo vaksin menggol,0
manusia sejatinya butuh makan hidup vaksin,0
sy dah vaksin gk pp yg sblum vaksin mkn kenyang susu reaksi apa biasa aja bks nya cekit gk apa,0
untuk efek samping jangka tahunnya gak soalnya penelitian vaksin yg sya tau teliti thn dlu tp penelitian setahun sdh vaksinnya saya alasan buly,1
itu pagi nya d vaksin sore demam malam menggigil emang tidur nyentak kepala pucing keringat terus dikit sesak,0
vaksin covid efek samping nya jangan titan woeee panggil eren,0
mau d vaksin atau engga  kalo negara dh bilang wajib vaksin daya msyarakat mau g ikuttin prosedure yg  nikmat kau dustakan,0
saya stlah vaksin mengalami pusing mual tubuh ga karuan izin allah swt sy sehat sedia,0
habis vaksin udah gak pakai masker lagi mantab,0
aku takut disuntik adakah vasin tablet ndak sirup ,1
serasa domba yg digiring penjagalan gw,1
gua abis vaksin langsung sakit oyy yg pusing yg demam yg ketiga menggigil yg yg keempat indra penciuman gua ilang yg yg gua kehilangan indra perasa,1
vaksin tidak ada ngaruh buktinya covid semakin banyak,0
sehabis vaksinsudah harikaki pincang kiri  kananbelum perubahan sembuhmalah parah,0
itu yg diwawancarai jam jam memang belom reaksinya gw siang divaksin malamnya langsung menggigil panasdan pusing ,1
ya allah berilah salamatan ummatmu vaksin ,0
mau kalo vaksin kaum jelata kaya kasih nya infonyakarena kebanyakan artis orang kaya asn pegawai yg dengar kaum jelata,1
apaan temen gua pd ngedrop seminggu,1
habis vaksin wajibkan istirahat itukan baby imunisasi ada yg demam adayg ngantuk ng usa bingung,1
illfeel liat beliau ngomong cengengesan gitu,1
ini udh seminggu suntik vaksin tetep aja msh demam pusing pegal pegal lemas mual ada sama jenis vaksin sinovac,0
tadi siang habis vaksin efeknya ngantuk pegel lapar pengen makan pedes pedes makan bakso super pedes alhamdulillah mendingan,0
saya divaksin sinovac efeknya utk badan lemesss bgt trus laper insya allah besok udah fit lagi saya doain jga nya sehat ya,1
itulah allah menunjukan rangkaian kebohongan kebohongan memunculkan koin menempel bekas suntikan vaksin,0
sungguh vaksin sakit kepala bahu pegal tidur nyaman tersiksa saya,0
gua kemarin vaksin realsi tubuh aja,0
kalo divaksi ada perjanjian diatas meterai tidak masalahnya kalo efek samping negatif nanti bilang maaf kiamat dah hmm mending gak dulu hehe,1
abis vaksin sinovac seminggu demam pusing hilang hilang nya itupun minum obat saja yg tp dah sembuh tolong kasih masukan yg cocok minum,1
aku efek vaksin pusing lemas mual ngak semangat minggu,0
sama aja menyuntikan penyakit kalo gitu mah aduhh gimana si ,1
puji tuhan sya divaksin dosis efek pas malembadan lemas bgt demam sembuh ayo vaksin jgn takut,0
gimana yg riwayat sindrom cemas  aritmia  apa dinyatakan normal divaksin ,1
dokternya udah paksin blm ya kok ngegampangin bener,1
di vaksin biar sehat ini sakit ngaco habis vaksin sehari semalam mlah menggigil badan sakit nafsu makan hilang kerjaan terbengkalai dahlah jgn paksin paksinan,0
ak demam dah seminggu pasca vaksin fuk,0
kok vaksin orang miskin beda mending beli deh ber asuransi membunuh rs bener bener cek orang sehat menerima vaksin gak,0
dikampung ku divaksin org ny muntah dn ppening miggu,1
tetangga vaksin ngk panas dinginsampai kejang meninggal dia,0
seperti pelayanan vaksin lamban masyarakat sampai setingkat bekasi masyarakat vaksin gimana pulih perekonomian terlalu berbeda media dilapangan orang yg divaksin dipilih,0
selasa kemarin grab gratis vaksin indra penciuman gue hilang ini abis vaksin kena bingung gue,0
ogah dah gua divaksin wwkwkwkwk dibayar seberapapun ogah berdampak buruk kesehatan ga tau dah kandungannya didalam vaksin terpenting jaga kesehatan tubuh mandi makan bergizi sertakan olahraga,0
maap klo yg sampe meninggal bagimana,1
ya allah orang tua teman saya hbis vaksin demam langsung sadarkan diri dan nyatakan meninggal,0
siang vaksin nyut nyutan ngantuk lapar haus banget,0
saya umur th bln vaksin maret  alhamdulillaah ngantukan enak makan enak tidur pokoknya fit dibanding vaksin saya osteoartritis lutut kiri terima kasih yg terkait perang melawan covid,0
efek samping jam badan mengigil kaya mriang senut predaran darah,1
aku jqm bhabis vaksin efeknya mual masuk vertigo malamnya menggigil,0
habis vaksin lemah badan ngilu ngilu,0
saya udah meriang badan pegal kepala sakit divaksin mohon bantuannya obatnya,1
vaksin solusi woy kalaupun divaksin koruptor woy ,0
orang tua zaman ga divaksin rata sehat berumur,1
adr grup besok vaksin doakan tmn tmn ku,0
tadi pagi smpe siang gk maslah eh udah sore bdan merianh sampe menggigil,0
untuk divaksin pakai masker kirain abis divaksin bebas pkai masker ternyata aja wowkwkwkwowk,1
saya habis vaksin tangan bengkak sm pusing,0
gw pas vaksin dapet menit langsung pingsan,0
komnas kejadian pasca ikutan imunisasi ya,1
saya lgi demam panas dingin ngakk tdor tdi siang d vaksin paksa,0
vaksin gak efek vaksin deh efeknya,0
yg gw rasakan stelah bberapa vaksin lidah mati dn indra penciumanku gk brfungsi,1
saya mandi merokok terkadang rumah terkena covid covid data lihat bohong dokter kenal bilang tes covid sarung tangan tampa masker baik orang kena covid contoh orang kekebalan tubuhnya menangani virus ,1
jangan vaksin vaksin haram orang meninggal vaksin jangn vaksin lagi,0
aku dah vaksin gak sakit pas suntik jarum nya kecil gak kaya suntik kb sakit banget ibu tau nya efek nya laper guys pulang vaksin kelabakan nyari makan ya allah kaya gak makan setahun abis ngantuk langsung bobo efek kenyang kali yah saran vaksin siapkan makanan cemilan habis pulang vaksin beneran laper banget,0
please deh gue takut jd knp napa,1
seorang dokter vaksin covid yg yg terbaik ini,1
maka dari itu yg alergi itu ga makan apa apa yg menjadi penyebab alergi kalo efek vaksin disamain sama alergi berarti wajar kalo ada yg nolak dengan alasan alergi obat ini komnas nya oon banget dah efek samping disamain sama alergi ya makin orang takut lah,1
ini vaksin aman gak sih gue takut ,0
maksa banget vaksinasi blm lulus uji klinis blm kajian ilmiah mau memusnahkan rakyat,1
yg udh trdaftar vaksin daftar lg d kasian yg blm kebagian penuh pd bln kebagian temen w sudah vaksin tpi g kenapa cm efek habis d suntik pegel doang kl udh d suntik emang pegel yg d suntik,1
kampung ku vaksinasi harus tpi ku nolak takut dlm isi vaksin tersebut dn ibuk ku dkit njir gr gr vaksinasi,0
efeknya cmn aja yg baiknya habis vaksin memperkeruh keadaan kalau data orng meninggal corona data stiap orng meninggal,1
saya kemarin divaksin  pas disuntik tu gak sakit  sakit tangannya muncul malam harinya  sakit kepala  panas  mual   skrg tangan sakit bangtt,1
vaccine emang gejala malamnya demam yg vaccine gejalanya muncul demam malam hari,1
sya vaksin kmren astrazaneca skrg msh krasa mriang njirrrr badan pda linu trs ama puyeng pala brp ya normal nya,0
setelah vaksin minum air kelapa ngga aku ga vaksin,0
kenapa ga bikin versi diminum aja ya biar cepet ter vaksinasi,1
kalo divaksin habis minum arak gimana,1
sebelum vaksin nangis terus takut akhirnya asam lambung deh tapi puji tuhan vaksin,0
vaksin aman ga sih  banyak orang takut takutin kalo vaksin tuh bikin meninggal apalah bingung vaksin engga  kalo vaksin takut kenapa kalo ga vaksin aja takut kenapa takut kena corona,0
orang yang mau di favsin sudah kenah tipu,1
cnn berita nya yg lalu nyaapa efek vaksin yg coment mengeluh sakit gak salah yah vaksin yg lonjakan covidskematian yg mlonjak karna covids nya bmyak yg vaksin korban,1
badan panastidur gelisah gak nyamanpilek jga pas selasagejalanya muncul dri kemarin,1
aku vaksimasi galaonya tegangya udah kaya ujian nasional,1
maaf share aja disini ngalamain selangkangan ditekan sakit vaksin sinovac saya kemaren vaksin sinovac tadi pagi merasakan sakit si area maaf psbukan ps nya diatasnya area rambut kemaluan kalo ditekan linu sakit gitusama selangkangn sakit kalo tekan,0
abis vaksin  skrg kepala sakit banget  mual  pegel pegel badan  lemes  ngantuk,0
mohon maaf kalo lgi diwawancarai srius bgini tlong ktwa tlong lantaran fakta kepercayaan dluar yg membutuhkan hidup sehatjadi vaksin jalan yg trbaik makan menjalankannya warga indonesia menjalankan yg terbaik negara aturan pemnas tolong yg terbaik dlm tindakan apapun,1
mau donk sya kn lgi pilek badn kurng enak bos sya senin suruh divaksin sya divaksin dlm kondisi,1
hari reaksi pas h vaksin eh deh badan lemas  demam lagi,0
vaksin utk imun tubuh kalau sdh imun ngapain msh pake masker gk donk ,0
vaksin badan panas ngantuk cenut kepala,0
sebelum divaksin sehat wal afiat divaksin langsung drop kepala pusing badan sakit  meriang demam al hasil berobat kedokter  kesimpulannya divaksin org yg tdnya sehat jdi sakit yg ga ngerasain efeknya mending ga vaksin pengalaman pribadi,1
banyak yg paksin sakit gax percaya paksin percaya gusti allah,1
assalamualaikum kalou tangan suka kesemuatan vaksin nya bsk insya allah sy vaksin,0
lah org paksin panas ampir efek stelahjam hipotesis tuh beneran vaksinasi atw uji kelinis c d paksin sehat efeknya mantap kacau sedangkankan org yg bareng paksin merasakan gejala apa why plasebo vs vaksin asli kah seperti uji klinis,1
aku divaksin gak apa sama sekaliiii,1
beneran kemarin divaksin covid ke mengantuk pagi sampe siang inginnya tidur,1
numpang tanya harian aj vaksin pake sinovac sampe skrg kayak migrain gak ilang badan pd pegel berasa panas sumeng demam tp cek suhu normal,0
alhamdulillah kemarin sy vaksin hkg cenut  bekas jarum titik,0
kenapa tenaga kesehatan vaksinasi covid pake apd lengkap ya bukannya udah divaksin udah kebal covid,1
deman gak cuman pusing mulu kalo dibawa berkendara berkendara kyk pingsan udah lebih klo dibawa berkendara pusing skrg masuk angin,1
yang berani vaksin angkat jempol yang takut vaksin coment alasannya yang baca sehat dilancarkan rejekynya,0
wajar kalo pegal mahmau suntik obatsuntik vaksinefek pegel dikitntar jg ilangyg sy alami habis vaksin sinovac bberapa bawaan nya laper mulu,0
pakai vaksin cina sih  produck cina berkualitas  semua abalabal ,0
berasa rontok badan pakai vaksinsumpah dah kaya mati,1
beda jarum ny ma yg presiden,1
hamdalah sy divaksin dampaknya nafsun makan meningkat tajam migrain muntah ternyata ga sesetrong ,1
aku barusan d vaksin d gigit semutt ihh hihi pegalll tangan hihi,0
saya menyesal vaksin mempengaruhi kinerja ssya semangat pergi kerja males,0
vaksin saja buktinya kerja menangani pasien meninggal corona kami dapatkan vaksin jaminan terhindar corona teman vaksin kena covid ,0
semua paksa wajib vaksin  klw yg mati yg cacat bilang vaksin tpi kecemasan penyakit  nya periksa dlu kondisi orang yg mw klian vaksin klw masyarakatnya yg nanggung pemeriksaan kesehatan dlu duit mana untuk makan ja susah klw gk vaksin gk kerja karyawan wajib vaksin ntar klw cacat lepas tangan tpi terpaksa ngikutinya nahan efek jangka ,0
setelah sy vaksin tangan sy sakittangan yg kiri yg divaksin lgklu diangkat keatas skt bngt pengobatannya,1
pakbu mohon bgt doakan hari kesehatan kesejahteraan kemakmuran rakyat kecil amin terjadilah sehat makmur sukses semua,1
cuih vaksin dianggap efek samping saya memutuskan mengikutin vaksin yg kedua sayangi nyawa anda sumpah mati vaksin sinovac,0
kalo gw malesny kalo vaksin ny takut kena efek efek aneh gak gitu takut sakit muntah pusing takut gitu yg pndapat nya like,1
perhatikan yg vaksin orang yg bersetatus yg status nya pinya penghasilan uang ya vaksin bantuan masarakat menghilang ga butuh vaksin rakyat telata yg butuh,1
kta si bpk nya obat juga evek smping jd vksin evek smping   obat artikan pnyembuh  dr skit mendingan yg dhrpkn dr obat  tuh jg mnymbuhkn,1
iyaa efeknya kan pembetukan imun minggu dan gak edukasi vaksin berkegiatam biasanya karna orang gak tau perihal mangkanya gampang bgt terserang virus covid melonjak event edukasi tp merekan melakakukan kegiatan mensupport kehidupan keluarga mereka jadi salahkan orang vaksin karna financial  mental,0
sbenernya vaksin mncegah mnyebarkan sih ko sblum vaksin mnurun tpi stlah vaksin berjalan jdi mningkat lgi trus vaksin gunanya apa mncegah mnyebarkan klo mncegah knpa skarang mningkat,0
dg vaksin kematian meningkat tujuan vaksin menyelamatkan menanamkan penyakit  di apotik laris obat demampanas dingin batuk pilek tenggorokan gatel efek vaksin kemungkinan sblumnya yg ujicoba vaksin menutupi efek sampingnya tau menyediakan obat efek sampingnya membiarkan klo sdh vaksin dr penyakit penyakit yg sehat sakit ini efek samping vaksin tinjau efek samping jm menit stlh vaksin ya cmn linu area suntikan sdh gagal lapangan ujicoba nya  pemaksaan vaksin yg terselamatkan vaksin dg terjang obat demacolin amoxcilin pokoknya makan terus minuman herbal hangat vaksin hati lebih tenang aman,0
saya mandi merokok terkadang rumah terkena covid covid data lihat bohong dokter kenal bilang tes covid sarung tangan tampa masker baik orang kena covid contoh orang kekebalan tubuhnya menangani virus ,1
apakah vaksin menolak corona saya dokter nya jawaban nya ,0
sya vaksin prtama efek apa dan jg aman tinggal tunggu vaksin,0
mau aje lo tong begoin corona dilawan plasma darah murah keil sisi resiko india contoh suksesnya lagi solusinya gotong royong kualitas screening ditingkatkan terkena covid wajib donor minimal kantong plasma darah,1
sebagai manusia menjalani kehidupan lepas masalah masalah diprediksi terkadang bentuk senantiasa hidup sulit fisik mental terkadang membutuhkan katakata motivasi hidup orangorang terdekat senantiasa hidup semangat,1
sebagai manusia menjalani kehidupan lepas masalah masalah diprediksi terkadang bentuk senantiasa hidup sulit fisik mental terkadang membutuhkan katakata motivasi hidup orangorang terdekat senantiasa hidup semangat,1
vaksin sinovac udah pas indo trlalu perdebatanbisa menghambat program vaksinasi,0
sebagai manusia menjalani kehidupan lepas masalah masalah diprediksi terkadang bentuk senantiasa hidup sulit fisik mental terkadang membutuhkan katakata motivasi hidup orangorang terdekat senantiasa hidup semangat,1
di cina selesai vaksin banyak yang meninggal kenapa di indonesia masih mau di jalani sangat tidak masuk di akal,0
orang gila aja boro boro pake masker mandi aja ga baju ga ganti sehat hidup orang otak nya waras suruh pake masker cuci tangan biar sehat,1
pertanyaannya adalah  apakah istilah vaksin ilmu kedokteran yg tau ilmu kedokteran hewan  apakah diuji coba penggunaannya edar,1
virus cina vaksin  pinter komonis tiongkok cari devisa  u,0
ane heran pemerintahwalau rakyat jgan digertakcontah vaksin c rakyat ga n dipaksa nya klo divaksin bantuan cabut trus masuk kerja diterimayg nama nya rakyat mendengar yg takut lahmau ya mautapi klo apa vaksin pemerintah bertanggung tidakya diam ajamungkin niat nya bagustpi yg dituwai nya pujian tpi sumpahan dri rakyatingat daya tahan tubuh manusia beda,1
pagi selesai vaksin efek samping nya yg rasain ngantuk pegel yg suntik,1
tindakan maksa berakibat fatal dgn dampak kerusakan yg luas hati klo kebijakan sembrono serampangan namanya kebijakan ya bijaksana membuatnya,1
katanya sih urutan vaksin menjanjikan pegang vaksin pfezer moderna urutan sinovac yng dampaknya pegal cpt laparhaus cerita berdasarkan pemgalaman vaksin merasakan  menit dampaknya pegal yng lain vaksin berjenis sinovac teman yng vaksin moderna dampak yng teman rasakan mual badan lemas mukanya pucat hari sembuh sendirinya hmm yng ambil ringkasan vaksin dampaknya yng berbeda terkena dampaknya tergantung antibodi individu sarankan mari vaksin bentuk ihtiar serahkan yng atas mudahhan belajar terimakasih ,0
apa nyesal vaksin aku abis vaksinasi tahap tgl mei dosis trauma nggak lgi vaksinasi dosis tahap efeknya kepalaku sakitnya biasaaku udah umur blum rasain sakit kepala sehebat itu sampai minggu abis vaksin sakit kepala pusing padahal nggak pernh rasain gejala ini help me god,0
sy stlh hbs vaksin demampusingnyeri  hari mkan gak enak lidah pait hilang penciuman sampe sekarang,0
sayangi nyawa anda jangan divaksin sekali lagi sayangi nyawa anda jgn divaksin efeknya pemerintah angkat tangan tidak perduli,1
intinya gini ya efek vaksin orang berbedabeda sebelum berkomentar coba pelajari vaksin kerja vaksin dll dan screening anda wajib jujur riwayat penyakit apa dll jika anda jujur salahkan siapa efek vaksinnya berbahaya,0
gw abis divaksin lg demam ini ,1
vaksin suntikan presiden pejabat vaksin suntikan rakyat jelata saya  beda yah oknum elite negeri suka membodohi rakyatnya  orang rumah vaksin langsung sakit panas dingin bangun tidur sehat saja apa tanggung jawab astra zeneca labeli produk vaksin pakai lagi janganlah mombodohi rakyat embel vaksin aman halal vaksin suntikan berbeda beda jenisnya  apakah vaksinnya terlanjur order habiskan sama kayak alat rapid test,0
ada gak yg sepemikiran saya kalo bu megawati jual negara jokowi jual rakyatnya uji coba vaksin,1
