komentar,label
dan janji ajah bantuan nya duluh dapet bantuan nya,1
kayanya orang buta hatinya ingat anda hina dimata masyarakat indonesia,1
ya allah kuatkanlah bangsa limpahkanlah rahmatmu bangsa ini berikan kesabaran ditengah himpitan ekonomi duka ditinggal orang tersayang akibat wabah ini berikan kekuatan jalan mengambil keputusan terbaik pemimpin jujur amanah azab kesempitan hidup pemimpin jujur amanah mengatasi pandemi negeri ini,1
angka kematian angka perceraianangka kemiskinan yg gajian negara naik cicilan bulanan nunggak pak terserah jenengan perpanjang gpp tpi q ikuti prokesq rakyat gk berbuat apatapi bantuan rakyat korupsi q gk ridho dunia akhirat doakan yg korupsi terima surga tuju turunan aamiin,0
blt cair diperpanjang ppkm nice strategy,1
kareeeep muu la pak muaaak wesss,1
bpjs ama listrik bayar pakai daun,1
cma berdoa allah swt hnya engkau yg maha mengetahui,0
yaallah smn iku mesakne njowo iki nyambut gawe angel paksedangkan kabeh mundak mesakno cilik iki pak,1
    kebijakan penjelasan aturankah lewat  si copit bringas pak atau  ada yg bringas mengusir pedagang yg berjuang mencari nafkah keluarga,0
bayar pajak pegawai tapi rakyat gk makan,1
terserah yg wewenang lw peraturan lw kaya gw rakyat bilang apa lw yg di dpr mpr penguasa yg jabatannya enak hidup serba gajih,0
kaya main game aja level ,1
kenapa ga d cari nya covid alam yg bikin rakyat kecik menderita nya covid makin bnyk parian nya nm nya covid,1
saya menyerah pa udah nggak kuat ppkm buka pa biar warga bebas lagi kalo udah waktunya apapun mati,1
bantuan  dari lockdown psbb psbm ppkm darurat ppkm level     gak tuh bansos  yg kebagi orangnya itu aja keluarga rt rw,1
cuma nanya sampe  tgl agustus deh perpanjang sampe tgl agustus aja hari indonesia alasan yg  bansos makan sehari doang  listrik tetep bayar  rumah tetep bayar  kerjaan kaga ad mikir aja logikanya dimana masuk akal gak  sampe rakyat susah menjerit kasian pak,1
saya mendukung ppkm kaum toko mall pak tolong dipertimbangkan,1
mbok yo pisan pisan berita korupsi s gak korona tok seng bahas,1
kalo perpanjang perantau bantuan pemerintah kami gk kerja gk mkn pak yg mati kelaparan pak kalo kebijakan tp memikirkan aja membunuh langsung,0
ppkm pelan pelan kita mati ,1
kita butuh solusi pak kita butuh bantuan nyata tolong lihat rakyat bawah banyak orang kelaparan solusi banyak pengusaha mikro bangkrut karna kerugian tagihan bank berjalan bantuan rakyat ,1
rakyatmu kaliren lek lektulung de angsuranku bayar ono manganku tangung ppkm angsuran bayar mbok iya angsuran tangguhkan bozz itu gak nyiksa rakyatdi izinkan buka jalan tuttup polisi ya aja derakyatmu mondar kabeh sue sue,1
usaha menengah gulung tikar ekonomi rakyat indonesia hancur klo ppkm perpanjang bank tagihn listrik pdam dll bayar tdk toleransi rakyat,1
maaf pak boleh bpk bikin praturan tp pikirkan rakyat nya bs mkan tidak jangan bikin praturan aja pasar buka lo gk ad yg beli apa pak mikir donk jangn bikin praturan rakyat susah cari kerja persulit,1
hidup mati udah yg megang p president ga bedanya mati besok mati jg yg ditakuti mending indonesia diajak bersholawat masal insya alloh tentram negri ini corona mati g cari duit g makan g makan jg mati yg bener ini,0
loss level pak insyalloh mati kena covit tp ngenes,1
iya iya hidup hnya alloh swt yg twu klw ppkm dn sekat jln tu polisi,0
wes pak aku dodolan sepi gak enek seng tuku dalan akeh sng tutup mbuh,1
trs gmna mall pasar senen jaya klo ditutup terus klo dittup trs gak digaji  sdgkan cicilan yg hrs byr,0
pk kmi musisi yg d tenda pk yg hidupnya bergantung orangorang hajatan ,0
pemerintah takut korona waspada imun turun,1
ini penyakit sinetron woy episode selanjutnx heran gw hkhkk,1
ijin pak ojo lali rakyate njenengan diopeniwes gk kerjo dino ngetoke duit ,1
hah level dikira bon cabe pake levelsegala,1
borobantuan dll blm dpt piye jal rakyate,0
ppkm gak papa joko warung jalan normal aja tetep prokes aja,1
allah tau yg d rencana manusia qurbalah,0
kejam nya fitnah dajal nyata umat muslim makan nya pake doa dzikir,1
sak karep mu pak dirimu yg bertanggung hadapan allah,0
nanti udah agustus  d perpanjangan lg,1
yang kantin sekolahan mohon bantuan pak gak pemasukan,1
jaman cepat baik jaman now bagus karna anggaran,1
semua dri pejabat pemimpin yg menyepelekan virus ini salam nasi kucing minum jamu wtf ,0
ini cm mslh vaksin rkyat smua klo udh vaksin ws corona pelan ilang ganti skenario baru,1
peraturan menyusahkan rakyat iya malaikat salah cabut nyawa orang ,1
ppkm diperpanjang lagi biar bansos korupsi berjamaah,1
klo ppkm lanjut gk krja hutang bang trs minta og yg punx pinjaman bank,0
hanya orang naif kemanusiaan perekonomian kenyataannya kemanusiaan perekonomian berjalan beriringan dipisahkan lain memang perekonomian kemanusiaan baik kemanusiaan perekonomian solusi tepat,1
pandemi patuh dg arahan regulasi pemerintah situasi dlm bidang negeri tdk separah sekarang pandemi dialami dunia maka percaya ttg pandemi ini patuhi regulasi pemerintah pusat daerah dlm upaya melindungi yg sayangi biar situasi terkendali tdk berebut perhatian dokter suster rs berebut kamar rawatinap oksigen ventilator manfaatkan bantuan darurat pemerintah sebijak protes demo pandemi ini yg rugi lahirbatin bijak bilang pemerintah negara rakyatnya baik introspeksi ,0
melebihi jaman orba dikritik baper penjaratembak mati masayarakat suruh dirumah cari nafkah denda anak sekolah belajar dirumah gak diperhatiin nonton film pembodohan masih sih isi gue muak pemerintahan beda derajat jadi,1
perbanyak berdoa jhaklo emang tkut dgn covid biar cpet brakhirbkn slalu bahas kyk gneingat ea yg terhormadstiap ucapan doajgn sampay allah mengadzap rakyak indonesia necuma gara slalu membahas covit iniklo orang mati bkn karna covittpi emag sdh manusia yg allah hidup matyseparah apapun manusia kena penyakitklo blum wktu tdk akn matyklo emg bnr tkut corona kuncinya dekatlah qita allahitu sajainsya allah selamatgk pakek carakerjakan jha yg kerjakantinggalkan yg tdk krjakan,0
ayo tolong milih nggak ngeritik dukung keputusan beliau ini,1
tolong donk bantuanx yg dr rmh krmhjgn cm asli org jkrta donk yg dpt bantuanorg yg meranto sprti sya trllu pusing dengn peraturan sprti ninpa kunjung selesailg hrs rakyat yg sllu jd korban kputusan parapecabathrs ni hrs itunpa g sklin az smua biaya rakyat parapecabat yg tanggungyh allah berikanlah hidayahmu bt kt smua smua coban yg ngaku slsekn amin yra,0
tagihan gak ditangguhkan kebutuhan harian apalagi belum kalo anak bayi uang susu pampers belum yg anak sekolah paketan kudu on sekolah via hp,0
terima kenyataan dahh pilihan luu pada hahahahaha cuma ketawa gw nambah imun,1
indonesia negaraa megah coba ngertin masyarakatnya tau indonesia maslaah kovid ppkm stidk nya kasi peluang enak masyarakat terlantar nyari makan aja susha tlakhir meningal nya habibie indonesia parah aja pusing gimana rakyat gak apa cuman berpasa allah swt  indonesia aktifitas kaya warga indo takut kematin pasrah bae allah kompak denger orang hargain rakyat susuh susuh mulung ngamen,1
andai didepan layar text cakapbicara kek gini,1
habis nambah seminggu nambah seminggu gk nambah tahun biar manusianya yg punah,0
cuma bikin aturan dampaknya masyarakat diperimbangkan gliran tka tiongkok bebas masuk jadi lho kerja tiongkok indonesia serius nanya ,1
kasih aja rakyat nya rb jamin dirumah gak keluar,1
tak kirim norekq please wes ppkm lnjut gpp nasib lc perantauan yg kost gmn,0
hadehngangur maneh pe nguntal opo yen ra kerjo,1
udah kyk korea utara nih negara menentang pemerintahan ciduk membuat peraturan memikirkan perut rakyat,1
ya ya paham bantuan ga sasaran korupsi bansos banyak buat uud tentang hukuman korupsi uang negara hukuman mati berani ga bos,1
perasaan dadi cilik msok gk ngrti perasaan wong cilik,0
g aja makanan pedas yg levelnya ppkm jg levelnya ,0
ppkm diperpanjang udh diperlonggar pemerintah langkah yg bijak,0
ya kasian orang yg merantau yg pulang jalur udara buat bayar tiket na jha jt blm lgi urus antigen biaya na jdi gg dana pak,0
ppkm pedagang kian merana pegawai pemerintah kagak masalah tunjangan tetep mengalir terosssss ,1
usaha ibadah ngga bahas aja ibadah,1
 perpanjang doank gk perbesar puas bos geli geli kali ,1
ppkm pol kiamat  biar rakyat habis smw kebutuhan hidup gak kerja makn angin kenyangkah,1
lah bosen denge na ges kos jajah bae,1
gimana kerja nya wisata ga dapet gajih,1
alhmdlillah pak jam malam tutup ya pak suwon,1
mati ituh udah takdirnyhengga cegahdulu ajhenggacovid tetep mati,1
pengen sebenernya komen kritis males klarifikasi polres,1
ko mukanya beda pucet ya  ppkm nya masarakat mati semua j gan dibuka,1
terus angusuranku piye jale mana solusi,1
pak tolong swab pcr dimurah kan ga pulang kkn pak pakk kkn ga pulang pendapatan swab pcr mahal,1
pean ngene sih yowis sak karepmu penting bantuan sosial ojo sampek salah sasaran mesakno cilik dhe dhe,1
abi rek ameng abi ameng  ,0
lah enak ngomong doang mengurangi beban nambah nambahin iya ngawur si bambank,1
suka ati kau cakap apa apa susahnya becakap dosa rakyat yg menjerit ente yg tanggung dunia akhirat,0
bukan pd mati corona  ini mah yg mati masal kelaparan,0
makan makan membuat kebijakan memikirkan rakyat kecil,1
sak karepmu bos ppkm nek angka kematian covid,1
ppkm lgi ppkm lgi ajoooooooooooor ajooooooor ngenes,1
sya pesen seblaknya pakde level ya,1
lanjutkan nganggur nya d perpanjangmau pulang gk gak pulang susah makan juga,1
anak gak tau ppkm pokoknya pas lapar  jam merengek makansemoga solusi rakyat buruh harian,1
ndak menisan nganti buyarane meteng ae ,1
ank sekolah tutup umur hidup wi,1
ingat bapa wakil rakyat ga hidup balasan buruknya hidup karma is real ,1
cara apapun yg lakukan pemerintah tdk hilang si korona uang negara ada tutup danauntuk covid corona ilang pergi si corona,0
mumeeet nampa bantuan ora kasab gawe angel mudahan yg bikin kayak gini kna asab yg setimpal amien,0
hotel gmn pak bnyak yg nganggur nih,0
maskeran tunjukan kalo contoh yg rakyat saya aja buruh maskeran kaliatan hidung langsung kena sp,0
gimana nasib pengamen jalanan yg harinya mengamen ppkm perpanjang cari kerja susahnya dengarkan suara hati rakyat,0
anak ku ameh mangkat mondok e rintangan e ko ngene ya allah,1
cah kuliah isoh opo golek mangan ra tekan mbengineh,1
bagaimana dg pendidikan uda masuk ajarn baru,1
pokoknya demoo rakyat kecil susah cari makan,1
nek golek kerjo gampang masio ppkm setaun rong taun gppo pak golek kerjo angel onok ppkm gaiso kerjo kenek phk golek kerjo maneh gak nemu pns ngono enak kerjo gak kerjo bayar,1
ppkm d perpanjang seumur hidup kocrot,1
percuma rakyat protes meng kritik gak gubris  dy udah lupa yg milih dy rakyat  yg koar periode makan tu ,0
smentara skolah terhambat mata pencarian terhambat ppkm lancar trus man nasip rakyat yg gk gaji bulanan,0
sabar serba salah jdi pemimpin ntu,1
jangan cuman yg isolasi mandiri aja perhatikannamun rakyat mengalam dampak pandemi ini perhatikan tampah pilikasi,0
sumpah pengen pulang ya allah kemaren pulang sekat ampe bingung kosan ngapain,1
pemerintah sudah gila bikin aturan rakyat makan kaya gini,1
bagus kalo diperpanjang covid cepat selesai,1
usul pak ppkm usaha bank plecit d ppkm,1
mbulet jujur sya sbagai rakyat kecil kecewa dan sya sbagai perantau bantuan apa semoga allah swt membalas nya orang teraniaya terkabul amin,1
ppkm gpp isiin uc biar betah rmh,1
nasib kami kayak mana pakekonomi kami sudah hancur dan bangkrut,1
pak saya kalimantan kyk mn klo ppkm trus ,1
berati kalo ditutup pom gak tutup pak,1
sak karep karepmu kenyang kenyang lapar lapar,1
pancasila rakyat pakmasyarakat kebebasan saya kecwa memilih bapak orang bodoh tau pemerintah desak angka positif covid kebenaranya apapun masukin covid,1
ngak pakai masker denda masuk penjara dendanya kemana pak,1
anak istri kamibisa mati kelaparran paktolong pikirkan rakyat pakcek lapangan ,1
kyok seblak ae ono levele ,1
knp gk sampe  biar rakyat mati kelaparan,1
koronanya pake jam ya lucu pak,1
prpajang aja jngan tngung pk kbutuhan bertapa aja biar mati rumahsndiri,1
bakalan indonesia merdeka jgn ppkm nya lol,1
kok nanggung banget gak aja ,1
mau beda nya lockdown ppkm psbb ,1
makanya kalian semua itu prokes kalian masyarakat aja gak ada yg prokes pakai masker aja susah kalian bisa nya cuma bisa sambat doang,0
pak perjalanan jawa  saya samarinda udh gak pulang jawa saya samarinda ngga kerja pak mau pulang jatah vaksin tolong ,1
kerja kerja kerja cari kerja susah banget setahun nganggur bantuan ga dapat kerja serabutan batasi makan coba pemasukan ga,1
ppkm diperpanjang mulu mati corona mati kelaparan berita corona mulu nambah yang disiarin tv emang berita banyaknya masyarakat vaksin benar tidaknya covid allah yang tau  kalo emang covid dibuatoleh manusia cepat lambat allah azab pedih tunggu aja,1
terlalu peraturan klo bikin peraturan gak kali berlanjut dari smpe tgl tgl tgl agsts selesai tgl agsts desember peraturan,1
asal bahagia biarin gua susah boskuuuu,1
rakyat nya mati kelaperan jalan disekat kagak berangkat kerja uang darimana kalok kagk kerja  makan aja susah hadeh,1
yah kan ga zona merah pak pemetaan pak tutup area masuk zona merah tapi jamin biaya makan listrik nya,1
buah simalakama opsi  lu berhentiin ppkm covid naik lu kena kagak kerja rs penuh syukur lu idup abis kena covid opsi  ppkm lanjut kagak makan,1
dri awl korona blm prnh dpt bantuan,0
bagus tutup usaha biar rakyat ga cape,1
terus lakukan ppkm sampe mati kelaparan,1
haha diperpanjang lagi gabakal putusnya inimah diperpanjang trus klo belom ngundurin gabakal stopnya haha lahir smpe skrng disuruh pemilu apalah untung gapernh mao ikutan calon pemimpinnya jga gaada yg bener coba indonesia pemimpin maju,0
ppkm gunane opo pakgak efektif blasss rakyat menengah kebawah kelaparan sue sue pak sampean diatas penak pak ng omah duit disetori awak dewe rakyat cilik gimana pakdhe,1
ppkm trus pres nabi isa turun biar masyarakat indonesia mati kelaparan semua indonesia milik pemerintah tingg nunggj azab aja kalian bukan covid dilawan cukongnya yg dimusnahin,1
kl perpanjang rakyat berontak serentak krn kl bantuan timbul korupsi,1
bukan takabur cerita pngalaman pribadi ada smpat org trdekat yg kena gejala covod spt meriang flu batuk hilang indra penciuman hilang perasa awalnya sngat cemas krena tkut terinveksi tp ad kluarganya yg mminta utk bersabar isoman saja jadi blm tau penyakitnya apa si keluarga threat sprti org sakit pd umumnya dikasih obat generic sprti pnyakit yg diderita aja batasan sosial didalam rumah,0
covid jilid dri wuhan jilid varian delta india virus import negara yg pspb ppkm karantina lockdown ekspor impor stop bandara melindungi rakyat cm rakyat yg ppkm tpi bandara buka,0
kaya ayam gepreg  pke level ,1
penting ta ppkm prosoku gak blas,1
efek ppkm temen kerja yg liburkan gaji agustus besok pengurangan karyawan juga teruslah bikin kebijakan orang pengangguran ,0
coba liat langsung pak kecil gak gajih pemerintah,1
kalau ikuti prokes ikuti ppkm makan,1
job sound terop batal kabeh ,1
baiknya konsisten klo wfh sekian  sdh efektif ya konsisten jgn entr  ganti  tb ppkm darurat trs msk lg  cb klo dr kemarin konsisten wfh konsisten yg restoran makanan take away at dg mkn d tpt maks sekian awal ya lbh baik ini diubah mulu jalanan jakarta macet gk trkndali spt,0
kalau ngomong pakai otak hati nurani pakai dengkul  lihat rakyat yg demo  rakyat setiju dgn atiran,0
ppkm level kiro kiro level e tekan piro pak,1
kalo perpanjang uang yg hidup bulan kasi bansos k k mkan apa ini contoh pemimpin yg nga ngerti kalo rakyat butuh makan bacod covid nga jelas ntar rakyat mati covid kelaparan,0
hancur penangannya telat menerima masukan susah nya terinfeksi yg meninggal yg nya membutuhkan biaya utk penanggulangannya,0
iki piye iki piye iki piye,1
enough bro just enough ive had enough,1
galama jga perang saya skrng demo liat nnti indonesia bercucuran darah akibat pemimpinnya sndiri,1
pariwisata buka pak dengan prokes yang ketat pariwisata lumpuh,1
hayooospo biyen seng milih iki   meso gk koen ,0
yang atur sebut pembisnis kecil otomatis pembisnis bebas,1
sungguh meyangkan de sibuk dgn covid sibuk memakmurkan rakyat,1
rakyat taat ppkm pemerintah taati uu kekarantinaan kesehatan negara wajib penuhi kebutuhan kesehatan pangan materi,1
ppkm mnggu buln tahun tahun tahun mummy mesir kuno,1
bentar variant echo nano khan bos panik takut kena demo langsung perpanjang,1
kerja nunggu ppkm selesai klo diperpanjang ajaaa kuli pabrik njeritt gak kerja yg ldr nambhh berat krl aja gak beroperasi capekkkk,1
sudah teknik ppkm jalankan dampak signifikan ,1
saumur hirup kadinyah sgn skaliannpika rhyat karoid mrn ,0
pada lapar pak berkoar doang lihat rakyar,1
ni protes pt whw kendawangan ketapang kalbar orang sht kovitkan gmna ni ggak bri apa ni nmnya permainan mongo tindak,1
ngarenghap geude ie mah gusti ngabis ngabisin duit pemerintah nya ppkm gak efektif tuh ppkm,1
aduh bapak bapak dibuka sebelah sebelah sih merata sekali kreatif solusi nya ini,1
ppkm diperpanjang  solusi utk rakyat  cicilan tag listrik tag air dll gak kebijakan  kejam,1
pak bantuan apah pak sy tgl d banten pandemi bansos adem ayem gak jalan sampe k daerah pak kalo sy emg membutuhkantapi yg yg terkena phk bantuan apa mesti laporr kemana,0
yang kerja di bagian pariwisata sedih ,1
saya pesan level pedas ya pak,1
ya allahswt semoga doa orang yg coment salah yg kabulkan ya allah sampe kaya gini trs ppkm trs perpanjang jutaan orang mati kelaparan,0
tujuan ppkm pak sumpah ga respect pakaku pendukungmuini kritikku,1
kasian pedagang bro  mending jam keatas buka tpi bungkus mendingan  haduh,1
bisnis hancur modal ludes hutang banyak anak semua,1
salam tanah air pemerintah menekan peraturan peraturan rakyat protokol pemerintah langgar penyakit alangkah bijaknya ppkm darut fokuskan pintu masuk bandara pelabuhan misalkan pesawat kapal berangkat disterilkan para penumpang barang melewati pintu khusus tindakan pemerintah kearah menyalahkan rakyat mematuhi protokoljadi ppkm diberlakukan rakyat dilingkungan pintu utama dibiarkan protokol ketat mengundang pencuri masuk sistem mengkaji kebijakan penyelesaian terapkan rakyat indonesia maju sekali perketat pintu masuk keluarnya virus bandara pelabuhan semprot pesawat kapalpenumpangbarang steril semprot rakyat marah maju biarkan pencuri masuk,1
blt bsu bpjs ketenaga kerjaan tolong dilanjutkan lagi terkecuali seperti tahun aja dong kan yg full pak tolong kebijaksanaan pemerintah jgn dikurangin seperti tahun  rp x para pekerja yg bpjs ketenaga kerjaan bayar dipotong gaji yg gak full amin yra,0
pak persiden perantao kkarta bantuan gak dapet yg dapet masarakat asli jakarta butuh makan bayar kontrakan tolong persiden,0
prabosan prabowo sandi seblum bosan ok padu ,1
kegilaan yg berulangulang mengharapkan hasil yg berbeda  albert einstein pemerintah be like kan beda kemarin lokdon  psbb  skrng ppkm jadi gak gila dong,0
pak d mall toko mall gajinya harian bapak yg cmn rb sehari kerja digaji gimana,0
ya allah kekuatan hambamu ini bertahan terbaik negri kuat kuat kuat semoga tersemogakan,1
level e teko piro yo lur bn game over,1
dia ngomong yah  suara hp sengaja kecilkan biar tdk lebay,1
tolong ya guys tonton selesai liat thumbnail ya biar paham  bukan jeplak ,1
ni nyalahin pemerintah udah dikasih kelonggaran aturan sih serius nanya pemerintah ngadain aturan laju covid tinggi laju covid masyarakatnya sapa suruh ga prokes hadeeh gw ngeluh ppkm gw ga nyalahin pemerintah emang masyarakatnya salah badan pemerintahan bikin aturan haha hihi aspek dipikirin pemerintah bikin salah dirugikan jaga biar ga kena covid  laju covid turun  ppkm diberlakukan kalo vaksin menurunkan possibility kena lu ga usaha turunin angka covid ngeluh nyalahin pemerintah mah sama aja boong,1
percuma ngomong berdoa allah makan tamba vaksin mala tamba corona nya arti nya vaksin pak,1
ppkm ude kaya skck diperpanjang melee  nanggung perpanjang sampe desember taun,1
tolong president sdh sanggup klw tolong jalan jalan jgn disekat pak gak sanggup lg,1
utk bansos apapun jenis  macamnya dicek lg sesuai peruntukan yg benar sgt membutuhkannya benar bermanfaat  sasaran ndak nyasar kemana ,0
kalau gw yessaking senengnya pengen gali kubur sendiriwhite flag bosque,1
mau silahkan ppkm diperpanjang asal jalan jangan ditutup usaha jangan dilarang,1
hentikan dana subsidi covid ntar berhenti covid spt sebelumnya lupakah pejabatnya bnyk suka korupsi memanfaatkan keadaan ucruuut emang,1
ppkm level cabe kriting level rawit ijo level rawit merah,1
terlalu sibuk dgn covid pemerintah skrng,1
angka kematian ditekan semaksimal mungkin koplaak belegug wedussss,1
udh dugabansos ppkm diperpanjangmending ga ush dpt bansosdr pd ppkm diperpanjang,1
heeh bula beuli teh pan kudu make duit ku omong usaha hanteu lier vitamin suplemen moal matak seubeuh anak pamajika rek dahar naon euy,1
udah ga efeknya aja lanjut ia kalo makan sehari biaya hidup tanggung pemerintah ini ah cape,1
jumlah yg kelaparan susah ppkm kayaknya deh pak,0
bapak berhasil kah ppkm penegak hukum tinggal narikin duit pelanggar maksud nya coba,1
udah bodo amat coba baca keluh kesah akun instagram resmi bapak liat komentar,1
kenapa diperpanjang lagi pakkk mengeluh ppkm rakyatmu mati korona kelaparan ekonomi negara hancur ppkm ,1
komo dinya lieur ah ngabanunganana ge,1
sekolah gmn pak daring mulu bosen materi nyambung gak gk tau,1
tlg ditindak lajut i pedagang nakal yg simpan obat covid,0
rakyat protes tetep aja ppkm perpanjang rakyat kepentingan politik giliran pemilu corona menurun pada budeg gak dengerin suara rakyat,1
perpanjang si dikit dikit  perpanjang thn gitu,1
ya allah paak ppkm perpanjang pak nyari mkan dmna pak kerja phk perkerja sulit uang kuliah lunasi pak bansos beasiswa kdepan nya bgaimna pak,1
ya allah ku nunggak lgi pak,1
di perpanjang gak kerja kalo begini,1
sya peranto dri ppkm kemren sampe ppkm perpanjang dpt bantuan ppkm gpp tpi bantuan pak,1
gk nyambung ama ppkm th yg nyambung lokdown pak,0
apakah kabar freelance hanya panggilan bantuan solusi,1
rakyat kelpran gak kerja ppkm didawak ne piye ngeniki ,1
kita mah cilik manut bae karo sing due kebijakan menelan kekecewaan,1
aspek ekonomi ngk sampe boss jgn ngomong duang ,1
tanggung sampe agustus sampe china ga ad varian ap kbr nya tu,1
tolong pns dbuat kontrak pak jgn dgaji kayak skrg,1
bantuan pns golongan bayaran ttp yg bantu cari makan,0
mau kritik entr tangkap serba salah,1
ciee udh cair ya pakk sana makan aja kita mah halal aja biarpun pedih insya allah kebaikan balasannya,1
gpp perpanjang ppkm jngan perpanjang masa jabatan mu,1
uda byk yg mati obat covid hilang,0
nunggu yg demo besaran ajalah kaya ,0
otw jual mobil ni mah amsiongggggg,1
halah ujunge varian baru wkkkllwkkkk  wkkkllwkkkk,1
kalo mau ppkm itu bayar dulu gaji masyarakat per kepala minimal bulan full insya allah masyarakat nurut ngga klabakan,1
bantuan nya pak perasaan gk bantuan,1
varian delta hongkong penjarakan orang yg bertanggung akibat bukanya bandara kl ga wna ga virus yg masuk,0
aku simpatisan pdip pendukung bpk joko widodo untuk kali aku gk setuju ppkm trz perpanjang sakit rakyat kerasa banget,1
ppkm diperpanjang thn tetep gini aja,1
bantuan blm trn ya  duit sisa rb ne,1
bantuan sy gk dapat mbelek bgt deh,0
atur aja ppkm nya kiamat tiba terserahh bpk,1
ppkm ko magak aja thn ,1
nanti bakalan ada lagi dong yang berkerumun membubarkan kerumunan  negri aneh ,1
terus gimana nasib kuli bangunan kalo perpanjang teruss,1
angsuran gimana bapak usaha hancur pak,1
cuma pengen liat koment guys videonya,1
pinjol gmn pak ngutang jad blm kbyr gk,1
rakyatmu butuh mkanklo ppkm trus mall tutup pekerja bkerja trus mkan opo,1
asem lv sambel ayam geprek aja,1
kartu merah klo d pertandingan sepak bola,1
dampak ppkm berat  mohon bantuan nya makan berat ,1
bodo amat sy jg dah ganggur,1
mulut berbicara mata telinga tertutup gak liat rakyat menderita pakde pakde,1
anak sekolah pak anak anak klo ini,1
kalo ppkm engga perpanjang rakyat senang dan bahagiaaa,1
jadi pimpinan ngga bs ngasih mkn rakyatnya,1
sumbngnny duit mnaaa ora sumbng duit byar listrik skolh pk,1
lanjutkan pak urus dengarkan suara mentri anda kebanyak an rakyat gk diurus negara gak pete en,1
kok perpanjang gila rakyat kelaparan dak turun aja,1
bantuan opo ket iko gak tau jarene soro knk ppkm gak isok kerjo,1
sak bahagiamu lek cah cilik isohe gor mnut ,1
mati corona iya mati kelaparan iya jdi,1
kau gini yg nagih bnyak kerumah,0
pak turun aja pak gak yg dukung lagi,0
alhamdulilah pak sesuai sama janji bapak waktu dulu sekarang rakyat indonesia sekarang makmur semua walaupun saat pandemi gini bapak amat sangat bijak ambil keputusan terutama untuk rakyat kecil pak,1
lanjutkan pak allah murka puaskanlah inget akhirat kekal selamanya balasannya pedih pak silahkan puasin mnyiksa rakyatmu pak,1
karepmu opo sek pak karepmu opo woi,1
tugas pokok negara  alquran surat al fiil       ,1
mau kerja ga bs karna sepi phk bos ,1
saya bantuan apa pemerintah kl gk kemana gimana kasih makan kluarga saya kalian enak gaji pemerintah tidur gaji kami orang miskin yg susah cari makan udah susah persusah lagi,0
bantuan corona mu ng ndi lek gk nyampek ko kene wrong sugeh seng mok keni lak iso i survei moro ng omah delok keadaane e salah sasaran kbeh saiki lak gk obah gk manggaaaaaaaaaaaaaaaaaaaaaaaaaaannnnnnnnnnnnnnnn,0
yowes bukakno resto cek isok mangan,1
sangat mendukung ppkm darurat penularan virus tekan ingatlah kesehatan apapun karna faktor ekonomi abaikan kesehatan kita tindakan pemerintah ppkm darurat,1
ekonomi rakyat sekarat skrg pak dihapusminimal ditangguhkan dlu kredit usaha rakyatkomersil bri utk kredit jenis usaha makro mikro ndak berputar kmi byr angsuran byr bunganya aja kewalahan bpk dipertimbangkan ,1
pak saya udh ga mikirin buat diri sndiri pak udh thun ini buat skin care shoping dll saya udh ga peduli buat makan jg seketemu nya tp saya punya anak kembar thn dan anak umur tahun yg gamau tau klo ga ada mereka cuma bisa nangis sdgkan gara gara ppkm ini suami saya d liburkan kerja nya dan ga d gaji  mau usaha jg usaha apa sepi mulu bapak pernah ga ngerasain sakit nya anak kembar saya kl g ada susu d ganti pake teh manis atau air putih itu amat sangat sakit hati saya pak,1
perpanjang pelan pelan mati gk makan,1
dislike pake level segala pake tier koplak solusi,1
capek ppkm terus yg pns jalan terussss yg kuli hancur leburrr kabe,0
pak potoglafel ga iso golek duit tenan laper jg d perpanjang iki,1
pemerintah nggak rugi ppkm perpanjang terus,1
bantuan yg dapet sodara rt rw doang yg benar butuh ga dapet,0
virus takkan hilang yg namanya penyakit rakyat ekomi nyungsep sm sj virus berbahaya,0
pak bantuane panjenenegan mboten dugi teng asto ingkang,1
sampai agustus jgn smp y allah kemerdekaan bangsa indonesia merdeka semogh dsni coviq hilang,1
lanjut tgl sampe tgl seterusnya sampe anggaran habis corona hilang,1
ini ni pemerinta memunu rakyatnya perlahan,1
mending nya aja gapapa deh udah cape udah pasrah ga,1
yuk kita ikuti himbauan dan saran dari pemerintah  yang penting idul fitri harus bisa mudik  kalo gak mudik,1
silahkan ppkm perpanjang sebulan  setahun terserah,1
cuk udah nunggu sebulan perpanjang jugaaaa ga jadi jadi rakit pc,1
maaf pak silahkan ppkm hilangkan penyekatan persyaratan krl jgn embel surat strp dll yang terpenting mengikuti prokes pak,1
semangat nya mencari uang makan esok,1
wahai pemimpin pimpinlah rakyatmu seadil adilnya nnt allah murka kebijakanmu menyushkan rakyat,1
halaahh perpanjang terooosss  bantuan ga ga adil merata d banding kerugiannya,1
level pasti mulai tgl agustus sampai tgl agustus,1
akibat meremehkan covid positif ya gini ini main psbb  ppkm diperpanjang terus owalah villa udah tutup  tahun satu nya sumber pendapatan saya dah gitu serupiahpun gak bantuan pemerintah disuruh stay at home jangan kayak gini lah maaf rakyat akibat meremehkan covid  gak lockdown kasus kalian penguasa menghindari uu karantina wilayah dimana wajib ganti rugi rakyat makan dll uang lockdown ada drama psbb  ppkm  semua rakyat berhak nuntut pemerintah kerugian usaha hari  woi,1
